Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57945	Pseudomonas aeruginosa PAO1	15597978	PA2782	NP_251472.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050782	PA14_28110	WP_011666614.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597979	PA2783	NP_251473.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050783	PA14_28100	WP_003138793.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597980	PA2784	NP_251474.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050784	PA14_28090	WP_003138791.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597981	PA2785	NP_251475.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050785	PA14_28080	WP_003104033.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15597982	PA2786	NP_251476.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050786	PA14_28070	WP_003138789.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597983	PA2787	NP_251477.1	glutamate carboxypeptidase	57977	Pseudomonas aeruginosa UCBPP-PA14	116050787	PA14_28060	WP_031632406.1	glutamate carboxypeptidase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597984	PA2788	NP_251478.1	chemotaxis transducer	57977	Pseudomonas aeruginosa UCBPP-PA14	116050788	PA14_28050	WP_003108927.1	putative chemotaxis transducer				
rbb	57945	Pseudomonas aeruginosa PAO1	15597985	PA2789	NP_251479.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050789	PA14_28040	WP_003138786.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597986	PA2790	NP_251480.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050790	PA14_28030	WP_003090857.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597987	PA2791	NP_251481.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050791	PA14_28020	WP_003138784.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597988	PA2792	NP_251482.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050792	PA14_28010	WP_003138783.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597989	PA2793	NP_251483.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050793	PA14_28000	WP_003138782.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597990	PA2794	NP_251484.1	pseudaminidase	57977	Pseudomonas aeruginosa UCBPP-PA14	116050794	PA14_27990	WP_003138781.1	putative sialidase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597991	PA2795	NP_251485.1	tRNA-dihydrouridine synthase A	57977	Pseudomonas aeruginosa UCBPP-PA14	116050795	PA14_27980	WP_003138780.1	tRNA-dihydrouridine synthase A				
rbb	57945	Pseudomonas aeruginosa PAO1	15597992	PA2796	NP_251486.1	transaldolase B	57977	Pseudomonas aeruginosa UCBPP-PA14	116050796	PA14_27960	WP_003090868.1	transaldolase B				
rbb	57945	Pseudomonas aeruginosa PAO1	15597993	PA2797	NP_251487.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050797	PA14_27950	WP_003104052.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597994	PA2798	NP_251488.1	two-component response regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116050798	PA14_27940	WP_003138778.1	putative two-component response regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15597995	PA2799	NP_251489.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050799	PA14_27930	WP_003104055.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597996	PA2800	NP_251490.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050800	PA14_27920	WP_003090872.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597997	PA2801	NP_251491.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050801	PA14_27910	WP_003138775.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597998	PA2802	NP_251492.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116050802	PA14_27900	WP_003104061.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15597999	PA2803	NP_251493.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050803	PA14_27890	WP_003108944.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598000	PA2804	NP_251494.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050804	PA14_27880	WP_003138773.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598001	PA2805	NP_251495.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050805	PA14_27870	WP_003090878.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598002	PA2806	NP_251496.1	7-cyano-7-deazaguanine reductase	57977	Pseudomonas aeruginosa UCBPP-PA14	116050806	PA14_27850	WP_003098780.1	7-cyano-7-deazaguanine reductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598003	PA2807	NP_251497.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050807	PA14_27840	WP_003108946.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598004	PA2808	NP_251498.1	repressor, PtrA	57977	Pseudomonas aeruginosa UCBPP-PA14	116050808	PA14_27830	WP_003090881.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598005	PA2809	NP_251499.1	two-component response regulator, CopR	57977	Pseudomonas aeruginosa UCBPP-PA14	116050809	PA14_27810	WP_003108949.1	putative two-component response regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598006	PA2810	NP_251500.1	two-component sensor, CopS	57977	Pseudomonas aeruginosa UCBPP-PA14	116050810	PA14_27800	WP_003138769.1	putative two-component sensor				
rbb	57945	Pseudomonas aeruginosa PAO1	15598007	PA2811	NP_251501.1	ABC transporter permease	57977	Pseudomonas aeruginosa UCBPP-PA14	116050811	PA14_27780	WP_003119886.1	putative ABC transporter, permease protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598008	PA2812	NP_251502.1	ATP-binding component of ABC transporter	57977	Pseudomonas aeruginosa UCBPP-PA14	116050812	PA14_27770	WP_003090885.1	ABC transporter ATP-binding protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598009	PA2813	NP_251503.1	glutathione S-transferase	57977	Pseudomonas aeruginosa UCBPP-PA14	116054440	PA14_27755	WP_011666613.1	glutathione S-transferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598010	PA2814	NP_251504.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050813	PA14_27740	WP_003138766.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598011	PA2815	NP_251505.1	acyl-CoA dehydrogenase	57977	Pseudomonas aeruginosa UCBPP-PA14	116050814	PA14_27730	WP_003108955.1	acyl-CoA dehydrogenase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598012	PA2816	NP_251506.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050815	PA14_27720	WP_003090889.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598013	PA2817	NP_251507.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050816	PA14_27710	WP_003090890.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598016	PA2820	NP_251510.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050824	PA14_27590	WP_003090903.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598017	PA2821	NP_251511.1	glutathione S-transferase	57977	Pseudomonas aeruginosa UCBPP-PA14	116050825	PA14_27580	WP_003098798.1	putative glutathione S-transferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598018	PA2822	NP_251512.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050826	PA14_27570	WP_003090905.1	GAF domain-containing protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598019	PA2823	NP_251513.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050827	PA14_27560	WP_003138759.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598020	PA2824	NP_251514.1	sensor/response regulator hybrid	57977	Pseudomonas aeruginosa UCBPP-PA14	116050828	PA14_27550	WP_003138758.1	putative sensor/response regulator hybrid				
rbb	57945	Pseudomonas aeruginosa PAO1	15598021	PA2825	NP_251515.1	OspR	57977	Pseudomonas aeruginosa UCBPP-PA14	116050829	PA14_27530	WP_003090908.1	MarR family transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598022	PA2826	NP_251516.1	glutathione peroxidase	57977	Pseudomonas aeruginosa UCBPP-PA14	116050830	PA14_27520	WP_003138755.1	putative glutathione peroxidase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598023	PA2827	NP_251517.1	methionine sulfoxide reductase B	57977	Pseudomonas aeruginosa UCBPP-PA14	116050831	PA14_27510	WP_003090911.1	methionine sulfoxide reductase B				
rbb	57945	Pseudomonas aeruginosa PAO1	15598024	PA2828	NP_251518.1	aminotransferase AlaT	57977	Pseudomonas aeruginosa UCBPP-PA14	116050832	PA14_27500	WP_003090913.1	aminotransferase AlaT				
rbb	57945	Pseudomonas aeruginosa PAO1	15598025	PA2829	NP_251519.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050833	PA14_27490	WP_003115276.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598026	PA2830	NP_251520.1	heat shock protein HtpX	57977	Pseudomonas aeruginosa UCBPP-PA14	116050834	PA14_27480	WP_003090915.1	heat shock protein HtpX				
rbb	57945	Pseudomonas aeruginosa PAO1	15598027	PA2831	NP_251521.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050835	PA14_27470	WP_003138752.1	putative zinc carboxypeptidase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598028	PA2832	NP_251522.1	thiopurine S-methyltransferase	57977	Pseudomonas aeruginosa UCBPP-PA14	116050836	PA14_27460	WP_003109680.1	thiopurine S-methyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598029	PA2833	NP_251523.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050837	PA14_27450	WP_003138749.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598030	PA2834	NP_251524.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116050838	PA14_27440	WP_016254231.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598031	PA2835	NP_251525.1	major facilitator superfamily (MFS) transporter	57977	Pseudomonas aeruginosa UCBPP-PA14	116050839	PA14_27430	WP_003130821.1	putative multidrug efflux MFS transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15598032	PA2836	NP_251526.1	secretion protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050840	PA14_27420	WP_031637322.1	putative secretion protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598033	PA2837	NP_251527.1	outer membrane protein precursor	57977	Pseudomonas aeruginosa UCBPP-PA14	116050841	PA14_27410	WP_003138746.1	putative outer membrane protein precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15598034	PA2838	NP_251528.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116050842	PA14_27400	WP_003138744.1	LysR family transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598035	PA2839	NP_251529.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050843	PA14_27390	WP_003109673.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598036	PA2840	NP_251530.1	ATP-dependent RNA helicase	57977	Pseudomonas aeruginosa UCBPP-PA14	116050844	PA14_27370	WP_003114758.1	ATP-dependent RNA helicase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598037	PA2841	NP_251531.1	enoyl-CoA hydratase	57977	Pseudomonas aeruginosa UCBPP-PA14	116050845	PA14_27360	WP_003090929.1	enoyl-CoA hydratase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598038	PA2842	NP_251532.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050846	PA14_27350	WP_003119872.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598039	PA2843	NP_251533.1	aldolase	57977	Pseudomonas aeruginosa UCBPP-PA14	116050847	PA14_27330	WP_003117352.1	putative phospho-2-dehydro-3-deoxyheptonate aldolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598040	PA2844	NP_251534.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050848	PA14_27310	WP_003138742.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598041	PA2845	NP_251535.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050849	PA14_27290	WP_003090935.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598042	PA2846	NP_251536.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116050850	PA14_27280	WP_003114756.1	LysR family transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598043	PA2847	NP_251537.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050851	PA14_27270	WP_003114755.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598044	PA2848	NP_251538.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116050852	PA14_27250	WP_016254232.1	LysR family transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598045	PA2849	NP_251539.1	OhrR	57977	Pseudomonas aeruginosa UCBPP-PA14	116050853	PA14_27230	WP_003090940.1	MarR family transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598046	PA2850	NP_251540.1	organic hydroperoxide resistance protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050854	PA14_27220	WP_003090941.1	organic hydroperoxide resistance protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598047	PA2851	NP_251541.1	elongation factor P	57977	Pseudomonas aeruginosa UCBPP-PA14	116050855	PA14_27210	WP_003090942.1	elongation factor P				
rbb	57945	Pseudomonas aeruginosa PAO1	15598048	PA2852	NP_251542.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050856	PA14_27200	WP_003138736.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598050	PA2854	NP_251544.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050857	PA14_27180	WP_003090946.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598051	PA2855	NP_251545.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050858	PA14_27170	WP_003090947.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598052	PA2856	NP_251546.1	acyl-CoA thioesterase I precursor	57977	Pseudomonas aeruginosa UCBPP-PA14	116050859	PA14_27160	WP_003119867.1	acyl-CoA thioesterase I precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15598053	PA2857	NP_251547.1	ATP-binding component of ABC transporter	57977	Pseudomonas aeruginosa UCBPP-PA14	116050860	PA14_27150	WP_003090949.1	ABC transporter ATP-binding protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598054	PA2858	NP_251548.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050861	PA14_27140	WP_016254233.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598055	PA2859	NP_251549.1	transcription elongation factor GreB	57977	Pseudomonas aeruginosa UCBPP-PA14	116050862	PA14_27130	WP_003090951.1	transcription elongation factor GreB				
rbb	57945	Pseudomonas aeruginosa PAO1	15598056	PA2860	NP_251550.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050863	PA14_27120	WP_016254234.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598057	PA2861	NP_251551.1	2'-5' RNA ligase	57977	Pseudomonas aeruginosa UCBPP-PA14	116050864	PA14_27110	WP_003138730.1	2'-5' RNA ligase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598058	PA2862	NP_251552.1	lactonizing lipase precursor	57977	Pseudomonas aeruginosa UCBPP-PA14	116050865	PA14_27100	WP_003090955.1	lactonizing lipase precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15598059	PA2863	NP_251553.1	lipase chaperone	57977	Pseudomonas aeruginosa UCBPP-PA14	116050866	PA14_27090	WP_016254235.1	lipase chaperone				
rbb	57945	Pseudomonas aeruginosa PAO1	15598060	PA2864	NP_251554.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050867	PA14_27070	WP_003090958.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598061	PA2865	NP_251555.1	glycosylase	57977	Pseudomonas aeruginosa UCBPP-PA14	116050868	PA14_27050	WP_003138728.1	Slt family transglycosylase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598062	PA2866	NP_251556.1	secretion protein MttC	57977	Pseudomonas aeruginosa UCBPP-PA14	116050869	PA14_27020	WP_003138727.1	secretion protein MttC				
rbb	57945	Pseudomonas aeruginosa PAO1	15598063	PA2867	NP_251557.1	chemotaxis transducer	57977	Pseudomonas aeruginosa UCBPP-PA14	116050870	PA14_27000	WP_003110283.1	putative chemotaxis transducer				
rbb	57945	Pseudomonas aeruginosa PAO1	15598064	PA2868	NP_251558.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050871	PA14_26990	WP_003101677.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598065	PA2869	NP_251559.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050872	PA14_26980	WP_003138726.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598066	PA2870	NP_251560.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050873	PA14_26970	WP_003114745.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598067	PA2871	NP_251561.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050874	PA14_26960	WP_003138725.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598068	PA2872	NP_251562.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050875	PA14_26940	WP_003138724.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598069	PA2873	NP_251563.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050876	PA14_26930	WP_011666611.1	transglutaminase-like domain-containing protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598070	PA2874	NP_251564.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050877	PA14_26920	WP_011666610.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598071	PA2875	NP_251565.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050878	PA14_26910	WP_003090974.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598072	PA2876	NP_251566.1	orotidine 5'-phosphate decarboxylase	57977	Pseudomonas aeruginosa UCBPP-PA14	116050879	PA14_26890	WP_003090975.1	orotidine 5'-phosphate decarboxylase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598073	PA2877	NP_251567.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116050880	PA14_26880	WP_003138719.1	LysR family transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598074	PA2878	NP_251568.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050881	PA14_26870	WP_031637321.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598075	PA2879	NP_251569.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116050882	PA14_26860	WP_003138717.1	LysR family transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598076	PA2880	NP_251570.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050883	PA14_26850	WP_003130782.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598077	PA2881	NP_251571.1	two-component response regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116050884	PA14_26830	WP_003090981.1	putative two-component response regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598078	PA2882	NP_251572.1	two-component sensor	57977	Pseudomonas aeruginosa UCBPP-PA14	116050885	PA14_26810	WP_016254237.1	putative two-component sensor				
rbb	57945	Pseudomonas aeruginosa PAO1	15598079	PA2883	NP_251573.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050886	PA14_26780	WP_003090984.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598080	PA2884	NP_251574.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116050887	PA14_26770	WP_003090986.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598081	PA2885	NP_251575.1	repressor of atu genes	57977	Pseudomonas aeruginosa UCBPP-PA14	116050888	PA14_26760	WP_003114740.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598082	PA2886	NP_251576.1	expressed protein with apparent function in citronellol catabolism	57977	Pseudomonas aeruginosa UCBPP-PA14	116050889	PA14_26750	WP_003090990.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598083	PA2887	NP_251577.1	dehydrogenase involved in catabolism of citronellol	57977	Pseudomonas aeruginosa UCBPP-PA14	116050890	PA14_26730	WP_003090991.1	putative short-chain dehydrogenase				
